Pax,Itinerary,Flights
I02+P72,I02,F01
I02+P73,I02,F01
I02+P74,I02,F01
I03+P00,I03,F02
I03+P01,I03,F02
I03+P02,I03,F02
I03+P03,I03,F02
I03+P04,I03,F02
I03+P05,I03,F02
I03+P06,I03,F02
I03+P07,I03,F02
I03+P08,I03,F02
I03+P09,I03,F02
I03+P10,I03,F02
I03+P11,I03,F02
I03+P12,I03,F02
I03+P13,I03,F02
I03+P14,I03,F02
I03+P15,I03,F02
I03+P16,I03,F02
I03+P17,I03,F02
I03+P18,I03,F02
I03+P19,I03,F02
I03+P20,I03,F02
I03+P21,I03,F02
I03+P22,I03,F02
I03+P23,I03,F02
I03+P24,I03,F02
I03+P25,I03,F02
I03+P26,I03,F02
I03+P27,I03,F02
I03+P28,I03,F02
I03+P29,I03,F02
I03+P30,I03,F02
I03+P31,I03,F02
I03+P32,I03,F02
I03+P33,I03,F02
I03+P34,I03,F02
I03+P35,I03,F02
I03+P36,I03,F02
I03+P37,I03,F02
I03+P38,I03,F02
I03+P39,I03,F02
I03+P40,I03,F02
I03+P41,I03,F02
I03+P42,I03,F02
I03+P43,I03,F02
I03+P44,I03,F02
I03+P45,I03,F02
I03+P46,I03,F02
I03+P47,I03,F02
I03+P48,I03,F02
I03+P49,I03,F02
I03+P50,I03,F02
I03+P51,I03,F02
I03+P52,I03,F02
I03+P53,I03,F02
I03+P54,I03,F02
I03+P55,I03,F02
I03+P56,I03,F02
I03+P57,I03,F02
I03+P58,I03,F02
I03+P59,I03,F02
I03+P60,I03,F02
I03+P61,I03,F02
I03+P62,I03,F02
I03+P63,I03,F02
I03+P64,I03,F02
I03+P65,I03,F02
I03+P66,I03,F02
I03+P67,I03,F02
I03+P68,I03,F02
I03+P69,I03,F02
I03+P70,I03,F02
I03+P71,I03,F02
I03+P72,I03,F02
I03+P73,I03,F02
I03+P74,I03,F02
I03+P75,I03,F02
I03+P76,I03,F02
I03+P77,I03,F02
I03+P78,I03,F02
I03+P79,I03,F02
I03+P80,I03,F02
I03+P81,I03,F02
I03+P82,I03,F02
I03+P83,I03,F02
I03+P84,I03,F02
I03+P85,I03,F02
I03+P86,I03,F02
I03+P87,I03,F02
I03+P88,I03,F02
I03+P89,I03,F02
I03+P90,I03,F02
I03+P91,I03,F02
I03+P92,I03,F02
I03+P93,I03,F02
I03+P94,I03,F02
I03+P95,I03,F02
I04+P00,I04,F03
I04+P01,I04,F03
I04+P02,I04,F03
I04+P03,I04,F03
I04+P04,I04,F03
I04+P05,I04,F03
I04+P06,I04,F03
I04+P07,I04,F03
I04+P08,I04,F03
I04+P09,I04,F03
I04+P10,I04,F03
I04+P11,I04,F03
I04+P12,I04,F03
I04+P13,I04,F03
I04+P14,I04,F03
I04+P15,I04,F03
I04+P16,I04,F03
I04+P17,I04,F03
I04+P18,I04,F03
I04+P19,I04,F03
I04+P20,I04,F03
I04+P21,I04,F03
I04+P22,I04,F03
I04+P23,I04,F03
I04+P24,I04,F03
I04+P25,I04,F03
I04+P26,I04,F03
I04+P27,I04,F03
I04+P28,I04,F03
I04+P29,I04,F03
I04+P30,I04,F03
I04+P31,I04,F03
I04+P32,I04,F03
I04+P33,I04,F03
I04+P34,I04,F03
I04+P35,I04,F03
I04+P36,I04,F03
I04+P37,I04,F03
I04+P38,I04,F03
I04+P39,I04,F03
I04+P40,I04,F03
I04+P41,I04,F03
I04+P42,I04,F03
I04+P43,I04,F03
I04+P44,I04,F03
I04+P45,I04,F03
I04+P46,I04,F03
I04+P47,I04,F03
I04+P48,I04,F03
I04+P49,I04,F03
I04+P50,I04,F03
I04+P51,I04,F03
I04+P52,I04,F03
I04+P53,I04,F03
I04+P54,I04,F03
I04+P55,I04,F03
I04+P56,I04,F03
I04+P57,I04,F03
I04+P58,I04,F03
I04+P59,I04,F03
I04+P60,I04,F03
I04+P61,I04,F03
I04+P62,I04,F03
I04+P63,I04,F03
I04+P64,I04,F03
I04+P65,I04,F03
I04+P66,I04,F03
I04+P67,I04,F03
I04+P68,I04,F03
I04+P69,I04,F03
I04+P70,I04,F03
I04+P71,I04,F03
I04+P72,I04,F03
I04+P73,I04,F03
I04+P74,I04,F03
I04+P75,I04,F03
I04+P76,I04,F03
I04+P77,I04,F03
I04+P78,I04,F03
I04+P79,I04,F03
I04+P80,I04,F03
I04+P81,I04,F03
I04+P82,I04,F03
I04+P83,I04,F03
I04+P84,I04,F03
I04+P85,I04,F03
I04+P86,I04,F03
I04+P87,I04,F03
I04+P88,I04,F03
I04+P89,I04,F03
I04+P90,I04,F03
I04+P91,I04,F03
I04+P92,I04,F03
I04+P93,I04,F03
I04+P94,I04,F03
I04+P95,I04,F03
I05+P00,I05,F04
I05+P01,I05,F04
I05+P02,I05,F04
I05+P03,I05,F04
I05+P04,I05,F04
I05+P05,I05,F04
I05+P06,I05,F04
I05+P07,I05,F04
I05+P08,I05,F04
I05+P09,I05,F04
I05+P10,I05,F04
I05+P11,I05,F04
I05+P12,I05,F04
I05+P13,I05,F04
I05+P14,I05,F04
I05+P15,I05,F04
I05+P16,I05,F04
I05+P17,I05,F04
I05+P18,I05,F04
I05+P19,I05,F04
I05+P20,I05,F04
I05+P21,I05,F04
I05+P22,I05,F04
I05+P23,I05,F04
I05+P24,I05,F04
I05+P25,I05,F04
I05+P26,I05,F04
I05+P27,I05,F04
I05+P28,I05,F04
I05+P29,I05,F04
I05+P30,I05,F04
I05+P31,I05,F04
I05+P32,I05,F04
I05+P33,I05,F04
I05+P34,I05,F04
I05+P35,I05,F04
I05+P36,I05,F04
I05+P37,I05,F04
I05+P38,I05,F04
I05+P39,I05,F04
I05+P40,I05,F04
I05+P41,I05,F04
I05+P42,I05,F04
I05+P43,I05,F04
I05+P44,I05,F04
I05+P45,I05,F04
I05+P46,I05,F04
I05+P47,I05,F04
I05+P48,I05,F04
I05+P49,I05,F04
I05+P50,I05,F04
I05+P51,I05,F04
I05+P52,I05,F04
I05+P53,I05,F04
I05+P54,I05,F04
I05+P55,I05,F04
I05+P56,I05,F04
I05+P57,I05,F04
I05+P58,I05,F04
I05+P59,I05,F04
I05+P60,I05,F04
I05+P61,I05,F04
I05+P62,I05,F04
I05+P63,I05,F04
I05+P64,I05,F04
I05+P65,I05,F04
I05+P66,I05,F04
I05+P67,I05,F04
I05+P68,I05,F04
I05+P69,I05,F04
I05+P70,I05,F04
I05+P71,I05,F04
I05+P72,I05,F04
I05+P73,I05,F04
I05+P74,I05,F04
I05+P75,I05,F04
I05+P76,I05,F04
I05+P77,I05,F04
I05+P78,I05,F04
I05+P79,I05,F04
I05+P80,I05,F04
I05+P81,I05,F04
I05+P82,I05,F04
I05+P83,I05,F04
I05+P84,I05,F04
I06+P00,I06,F04-F05
I06+P01,I06,F04-F05
I06+P02,I06,F04-F05
I06+P03,I06,F04-F05
I06+P04,I06,F04-F05
I06+P05,I06,F04-F05
I06+P06,I06,F04-F05
I06+P07,I06,F04-F05
I06+P08,I06,F04-F05
I06+P09,I06,F04-F05
I06+P10,I06,F04-F05
I07+P00,I07,F05
I07+P01,I07,F05
I07+P02,I07,F05
I07+P03,I07,F05
I07+P04,I07,F05
I07+P05,I07,F05
I07+P06,I07,F05
I07+P07,I07,F05
I07+P08,I07,F05
I07+P09,I07,F05
I07+P10,I07,F05
I07+P11,I07,F05
I07+P12,I07,F05
I07+P13,I07,F05
I07+P14,I07,F05
I07+P15,I07,F05
I07+P16,I07,F05
I07+P17,I07,F05
I07+P18,I07,F05
I07+P19,I07,F05
I07+P20,I07,F05
I07+P21,I07,F05
I07+P22,I07,F05
I07+P23,I07,F05
I07+P24,I07,F05
I07+P25,I07,F05
I07+P26,I07,F05
I07+P27,I07,F05
I07+P28,I07,F05
I07+P29,I07,F05
I07+P30,I07,F05
I07+P31,I07,F05
I07+P32,I07,F05
I07+P33,I07,F05
I07+P34,I07,F05
I07+P35,I07,F05
I07+P36,I07,F05
I07+P37,I07,F05
I07+P38,I07,F05
I07+P39,I07,F05
I07+P40,I07,F05
I07+P41,I07,F05
I07+P42,I07,F05
I07+P43,I07,F05
I07+P44,I07,F05
I07+P45,I07,F05
I07+P46,I07,F05
I07+P47,I07,F05
I07+P48,I07,F05
I07+P49,I07,F05
I07+P50,I07,F05
I07+P51,I07,F05
I07+P52,I07,F05
I07+P53,I07,F05
I07+P54,I07,F05
I07+P55,I07,F05
I07+P56,I07,F05
I07+P57,I07,F05
I07+P58,I07,F05
I07+P59,I07,F05
I07+P60,I07,F05
I07+P61,I07,F05
I07+P62,I07,F05
I07+P63,I07,F05
I07+P64,I07,F05
I07+P65,I07,F05
I07+P66,I07,F05
I07+P67,I07,F05
I07+P68,I07,F05
I07+P69,I07,F05
I07+P70,I07,F05
I07+P71,I07,F05
I07+P72,I07,F05
I07+P73,I07,F05
I07+P74,I07,F05
I07+P75,I07,F05
I07+P76,I07,F05
I07+P77,I07,F05
I07+P78,I07,F05
I07+P79,I07,F05
I07+P80,I07,F05
I07+P81,I07,F05
I07+P82,I07,F05
I07+P83,I07,F05
I07+P84,I07,F05
I08+P00,I08,F06
I08+P01,I08,F06
I08+P02,I08,F06
I08+P03,I08,F06
I08+P04,I08,F06
I08+P05,I08,F06
I08+P06,I08,F06
I08+P07,I08,F06
I08+P08,I08,F06
I08+P09,I08,F06
I08+P10,I08,F06
I08+P11,I08,F06
I08+P12,I08,F06
I08+P13,I08,F06
I08+P14,I08,F06
I08+P15,I08,F06
I08+P16,I08,F06
I08+P17,I08,F06
I08+P18,I08,F06
I08+P19,I08,F06
I08+P20,I08,F06
I08+P21,I08,F06
I08+P22,I08,F06
I08+P23,I08,F06
I08+P24,I08,F06
I08+P25,I08,F06
I08+P26,I08,F06
I08+P27,I08,F06
I08+P28,I08,F06
I08+P29,I08,F06
I08+P30,I08,F06
I08+P31,I08,F06
I08+P32,I08,F06
I08+P33,I08,F06
I08+P34,I08,F06
I08+P35,I08,F06
I08+P36,I08,F06
I08+P37,I08,F06
I08+P38,I08,F06
I08+P39,I08,F06
I08+P40,I08,F06
I08+P41,I08,F06
I08+P42,I08,F06
I08+P43,I08,F06
I08+P44,I08,F06
I08+P45,I08,F06
I08+P46,I08,F06
I08+P47,I08,F06
I08+P48,I08,F06
I08+P49,I08,F06
I08+P50,I08,F06
I08+P51,I08,F06
I08+P52,I08,F06
I08+P53,I08,F06
I08+P54,I08,F06
I08+P55,I08,F06
I08+P56,I08,F06
I08+P57,I08,F06
I08+P58,I08,F06
I08+P59,I08,F06
I08+P60,I08,F06
I08+P61,I08,F06
I08+P62,I08,F06
I08+P63,I08,F06
I08+P64,I08,F06
I08+P65,I08,F06
I08+P66,I08,F06
I08+P67,I08,F06
I08+P68,I08,F06
I08+P69,I08,F06
I08+P70,I08,F06
I08+P71,I08,F06
I08+P72,I08,F06
I08+P73,I08,F06
I08+P74,I08,F06
I08+P75,I08,F06
I08+P76,I08,F06
I08+P77,I08,F06
I08+P78,I08,F06
I08+P79,I08,F06
I08+P80,I08,F06
I08+P81,I08,F06
I08+P82,I08,F06
I08+P83,I08,F06
I08+P84,I08,F06
I08+P85,I08,F06
I08+P86,I08,F06
I08+P87,I08,F06
I08+P88,I08,F06
I08+P89,I08,F06
I08+P90,I08,F06
I08+P91,I08,F06
I08+P92,I08,F06
I08+P93,I08,F06
I08+P94,I08,F06
I08+P95,I08,F06
I08+P96,I08,F06
I08+P97,I08,F06
I08+P98,I08,F06
I08+P99,I08,F06
I09+P00,I09,F07
I09+P01,I09,F07
I09+P02,I09,F07
I09+P03,I09,F07
I09+P04,I09,F07
I09+P05,I09,F07
I09+P06,I09,F07
I09+P07,I09,F07
I09+P08,I09,F07
I09+P09,I09,F07
I09+P10,I09,F07
I09+P11,I09,F07
I09+P12,I09,F07
I09+P13,I09,F07
I09+P14,I09,F07
I09+P15,I09,F07
I09+P16,I09,F07
I09+P17,I09,F07
I09+P18,I09,F07
I09+P19,I09,F07
I09+P20,I09,F07
I09+P21,I09,F07
I09+P22,I09,F07
I09+P23,I09,F07
I09+P24,I09,F07
I09+P25,I09,F07
I09+P26,I09,F07
I09+P27,I09,F07
I09+P28,I09,F07
I09+P29,I09,F07
I09+P30,I09,F07
I09+P31,I09,F07
I09+P32,I09,F07
I09+P33,I09,F07
I09+P34,I09,F07
I09+P35,I09,F07
I09+P36,I09,F07
I09+P37,I09,F07
I09+P38,I09,F07
I09+P39,I09,F07
I09+P40,I09,F07
I09+P41,I09,F07
I09+P42,I09,F07
I09+P43,I09,F07
I09+P44,I09,F07
I09+P45,I09,F07
I09+P46,I09,F07
I09+P47,I09,F07
I09+P48,I09,F07
I09+P49,I09,F07
I09+P50,I09,F07
I09+P51,I09,F07
I09+P52,I09,F07
I09+P53,I09,F07
I09+P54,I09,F07
I09+P55,I09,F07
I09+P56,I09,F07
I09+P57,I09,F07
I09+P58,I09,F07
I09+P59,I09,F07
I09+P60,I09,F07
I09+P61,I09,F07
I09+P62,I09,F07
I09+P63,I09,F07
I09+P64,I09,F07
I09+P65,I09,F07
I09+P66,I09,F07
I09+P67,I09,F07
I09+P68,I09,F07
I09+P69,I09,F07
I09+P70,I09,F07
I09+P71,I09,F07
I09+P72,I09,F07
I09+P73,I09,F07
I09+P74,I09,F07
I09+P75,I09,F07
I09+P76,I09,F07
I09+P77,I09,F07
I09+P78,I09,F07
I09+P79,I09,F07
I09+P80,I09,F07
I09+P81,I09,F07
I09+P82,I09,F07
I09+P83,I09,F07
I09+P84,I09,F07
I09+P85,I09,F07
I09+P86,I09,F07
I09+P87,I09,F07
I09+P88,I09,F07
I09+P89,I09,F07
I09+P90,I09,F07
I09+P91,I09,F07
I09+P92,I09,F07
I09+P93,I09,F07
I09+P94,I09,F07
I09+P95,I09,F07
I09+P96,I09,F07
I09+P97,I09,F07
I09+P98,I09,F07
I09+P99,I09,F07
I09+P100,I09,F07
I09+P101,I09,F07
I09+P102,I09,F07
I09+P103,I09,F07
I09+P104,I09,F07
I09+P105,I09,F07
I09+P106,I09,F07
I09+P107,I09,F07
I09+P108,I09,F07
I09+P109,I09,F07
I09+P110,I09,F07
I09+P111,I09,F07
I09+P112,I09,F07
I10+P00,I10,F08
I10+P01,I10,F08
I10+P02,I10,F08
I10+P03,I10,F08
I10+P04,I10,F08
I10+P05,I10,F08
I10+P06,I10,F08
I10+P07,I10,F08
I10+P08,I10,F08
I10+P09,I10,F08
I10+P10,I10,F08
I10+P11,I10,F08
I10+P12,I10,F08
I10+P13,I10,F08
I10+P14,I10,F08
I10+P15,I10,F08
I10+P16,I10,F08
I10+P17,I10,F08
I10+P18,I10,F08
I10+P19,I10,F08
I10+P20,I10,F08
I10+P21,I10,F08
I10+P22,I10,F08
I10+P23,I10,F08
I10+P24,I10,F08
I10+P25,I10,F08
I10+P26,I10,F08
I10+P27,I10,F08
I10+P28,I10,F08
I10+P29,I10,F08
I10+P30,I10,F08
I10+P31,I10,F08
I10+P32,I10,F08
I10+P33,I10,F08
I10+P34,I10,F08
I10+P35,I10,F08
I10+P36,I10,F08
I10+P37,I10,F08
I10+P38,I10,F08
I10+P39,I10,F08
I10+P40,I10,F08
I10+P41,I10,F08
I10+P42,I10,F08
I10+P43,I10,F08
I10+P44,I10,F08
I10+P45,I10,F08
I10+P46,I10,F08
I10+P47,I10,F08
I10+P48,I10,F08
I10+P49,I10,F08
I10+P50,I10,F08
I10+P51,I10,F08
I10+P52,I10,F08
I10+P53,I10,F08
I10+P54,I10,F08
I10+P55,I10,F08
I10+P56,I10,F08
I10+P57,I10,F08
I10+P58,I10,F08
I10+P59,I10,F08
I10+P60,I10,F08
I10+P61,I10,F08
I10+P62,I10,F08
I10+P63,I10,F08
I10+P64,I10,F08
I10+P65,I10,F08
I10+P66,I10,F08
I10+P67,I10,F08
I10+P68,I10,F08
I10+P69,I10,F08
I10+P70,I10,F08
I10+P71,I10,F08
I10+P72,I10,F08
I10+P73,I10,F08
I10+P74,I10,F08
I10+P75,I10,F08
I10+P76,I10,F08
I10+P77,I10,F08
I10+P78,I10,F08
I10+P79,I10,F08
I10+P80,I10,F08
I10+P81,I10,F08
I10+P82,I10,F08
I10+P83,I10,F08
I10+P84,I10,F08
I10+P85,I10,F08
I10+P86,I10,F08
I10+P87,I10,F08
I10+P88,I10,F08
I10+P89,I10,F08
I10+P90,I10,F08
I10+P91,I10,F08
I10+P92,I10,F08
I10+P93,I10,F08
I10+P94,I10,F08
I10+P95,I10,F08
I10+P96,I10,F08
I10+P97,I10,F08
I10+P98,I10,F08
I10+P99,I10,F08
I10+P100,I10,F08
I10+P101,I10,F08
I10+P102,I10,F08
I10+P103,I10,F08
I10+P104,I10,F08
I10+P105,I10,F08
I10+P106,I10,F08
I10+P107,I10,F08
I10+P108,I10,F08
I10+P109,I10,F08
I10+P110,I10,F08
I10+P111,I10,F08
I10+P112,I10,F08
I10+P113,I10,F08
I10+P114,I10,F08
I10+P115,I10,F08
I10+P116,I10,F08
I10+P117,I10,F08
I10+P118,I10,F08
I10+P119,I10,F08
I10+P120,I10,F08
I10+P121,I10,F08
I10+P122,I10,F08
I10+P123,I10,F08
I10+P124,I10,F08
I10+P125,I10,F08
I10+P126,I10,F08
I10+P127,I10,F08
I11+P00,I11,F09
I11+P01,I11,F09
I11+P02,I11,F09
I11+P03,I11,F09
I11+P04,I11,F09
I11+P05,I11,F09
I11+P06,I11,F09
I11+P07,I11,F09
I11+P08,I11,F09
I11+P09,I11,F09
I11+P10,I11,F09
I11+P11,I11,F09
I11+P12,I11,F09
I11+P13,I11,F09
I11+P14,I11,F09
I11+P15,I11,F09
I11+P16,I11,F09
I11+P17,I11,F09
I11+P18,I11,F09
I11+P19,I11,F09
I11+P20,I11,F09
I11+P21,I11,F09
I11+P22,I11,F09
I11+P23,I11,F09
I11+P24,I11,F09
I11+P25,I11,F09
I11+P26,I11,F09
I11+P27,I11,F09
I11+P28,I11,F09
I11+P29,I11,F09
I11+P30,I11,F09
I11+P31,I11,F09
I11+P32,I11,F09
I11+P33,I11,F09
I11+P34,I11,F09
I11+P35,I11,F09
I11+P36,I11,F09
I11+P37,I11,F09
I11+P38,I11,F09
I11+P39,I11,F09
I11+P40,I11,F09
I11+P41,I11,F09
I11+P42,I11,F09
I11+P43,I11,F09
I11+P44,I11,F09
I11+P45,I11,F09
I11+P46,I11,F09
I11+P47,I11,F09
I11+P48,I11,F09
I11+P49,I11,F09
I11+P50,I11,F09
I11+P51,I11,F09
I11+P52,I11,F09
I11+P53,I11,F09
I11+P54,I11,F09
I11+P55,I11,F09
I11+P56,I11,F09
I11+P57,I11,F09
I11+P58,I11,F09
I11+P59,I11,F09
I11+P60,I11,F09
I11+P61,I11,F09
I11+P62,I11,F09
I11+P63,I11,F09
I11+P64,I11,F09
I11+P65,I11,F09
I11+P66,I11,F09
I11+P67,I11,F09
I11+P68,I11,F09
I11+P69,I11,F09
I11+P70,I11,F09
I11+P71,I11,F09
I11+P72,I11,F09
I11+P73,I11,F09
I11+P74,I11,F09
I11+P75,I11,F09
I11+P76,I11,F09
I11+P77,I11,F09
I11+P78,I11,F09
I11+P79,I11,F09
I11+P80,I11,F09
I11+P81,I11,F09
I11+P82,I11,F09
I11+P83,I11,F09
I11+P84,I11,F09
I11+P85,I11,F09
I11+P86,I11,F09
I11+P87,I11,F09
I11+P88,I11,F09
I11+P89,I11,F09
I11+P90,I11,F09
I11+P91,I11,F09
I11+P92,I11,F09
I11+P93,I11,F09
I11+P94,I11,F09
I11+P95,I11,F09
I11+P96,I11,F09
I11+P97,I11,F09
I11+P98,I11,F09
I11+P99,I11,F09
I11+P100,I11,F09
I11+P101,I11,F09
I11+P102,I11,F09
I11+P103,I11,F09
I11+P104,I11,F09
I11+P105,I11,F09
I11+P106,I11,F09
I11+P107,I11,F09
I11+P108,I11,F09
I11+P109,I11,F09
I11+P110,I11,F09
I11+P111,I11,F09
I11+P112,I11,F09
I11+P113,I11,F09
I11+P114,I11,F09
I11+P115,I11,F09
I11+P116,I11,F09
I11+P117,I11,F09
I11+P118,I11,F09
I11+P119,I11,F09
I11+P120,I11,F09
I11+P121,I11,F09
I11+P122,I11,F09
I11+P123,I11,F09
I11+P124,I11,F09
I11+P125,I11,F09
I11+P126,I11,F09
I11+P127,I11,F09
I12+P00,I12,F10
I12+P01,I12,F10
I12+P02,I12,F10
I12+P03,I12,F10
I12+P04,I12,F10
I12+P05,I12,F10
I12+P06,I12,F10
I12+P07,I12,F10
I12+P08,I12,F10
I12+P09,I12,F10
I12+P10,I12,F10
I12+P11,I12,F10
I12+P12,I12,F10
I12+P13,I12,F10
I12+P14,I12,F10
I12+P15,I12,F10
I12+P16,I12,F10
I12+P17,I12,F10
I12+P18,I12,F10
I12+P19,I12,F10
I12+P20,I12,F10
I12+P21,I12,F10
I12+P22,I12,F10
I12+P23,I12,F10
I12+P24,I12,F10
I12+P25,I12,F10
I12+P26,I12,F10
I12+P27,I12,F10
I12+P28,I12,F10
I12+P29,I12,F10
I12+P30,I12,F10
I12+P31,I12,F10
I12+P32,I12,F10
I12+P33,I12,F10
I12+P34,I12,F10
I12+P35,I12,F10
I12+P36,I12,F10
I12+P37,I12,F10
I12+P38,I12,F10
I12+P39,I12,F10
I12+P40,I12,F10
I12+P41,I12,F10
I12+P42,I12,F10
I12+P43,I12,F10
I12+P44,I12,F10
I12+P45,I12,F10
I12+P46,I12,F10
I12+P47,I12,F10
I12+P48,I12,F10
I12+P49,I12,F10
I12+P50,I12,F10
I12+P51,I12,F10
I12+P52,I12,F10
I12+P53,I12,F10
I12+P54,I12,F10
I12+P55,I12,F10
I12+P56,I12,F10
I12+P57,I12,F10
I12+P58,I12,F10
I12+P59,I12,F10
I12+P60,I12,F10
I12+P61,I12,F10
I12+P62,I12,F10
I12+P63,I12,F10
I12+P64,I12,F10
I12+P65,I12,F10
I12+P66,I12,F10
I12+P67,I12,F10
I12+P68,I12,F10
I12+P69,I12,F10
I12+P70,I12,F10
I12+P71,I12,F10
I12+P72,I12,F10
I12+P73,I12,F10
I12+P74,I12,F10
I12+P75,I12,F10
I12+P76,I12,F10
I12+P77,I12,F10
I12+P78,I12,F10
I12+P79,I12,F10
I12+P80,I12,F10
I12+P81,I12,F10
I12+P82,I12,F10
I12+P83,I12,F10
I12+P84,I12,F10
I12+P85,I12,F10
I12+P86,I12,F10
I12+P87,I12,F10
I12+P88,I12,F10
I12+P89,I12,F10
I12+P90,I12,F10
I12+P91,I12,F10
I12+P92,I12,F10
I12+P93,I12,F10
I12+P94,I12,F10
I12+P95,I12,F10
I12+P96,I12,F10
I12+P97,I12,F10
I12+P98,I12,F10
I12+P99,I12,F10
I12+P100,I12,F10
I12+P101,I12,F10
I12+P102,I12,F10
I12+P103,I12,F10
I12+P104,I12,F10
I12+P105,I12,F10
I12+P106,I12,F10
I12+P107,I12,F10
I12+P108,I12,F10
I12+P109,I12,F10
I12+P110,I12,F10
I12+P111,I12,F10
I12+P112,I12,F10
I12+P113,I12,F10
I12+P114,I12,F10
I12+P115,I12,F10
I12+P116,I12,F10
I12+P117,I12,F10
I12+P118,I12,F10
I12+P119,I12,F10
I12+P120,I12,F10
I12+P121,I12,F10
I12+P122,I12,F10
I12+P123,I12,F10
I12+P124,I12,F10
I13+P00,I13,F06-F11
I13+P01,I13,F06-F11
I13+P02,I13,F06-F11
I13+P03,I13,F06-F11
I13+P04,I13,F06-F11
I13+P05,I13,F06-F11
I13+P06,I13,F06-F11
I13+P07,I13,F06-F11
I13+P08,I13,F06-F11
I13+P09,I13,F06-F11
I13+P10,I13,F06-F11
I13+P11,I13,F06-F11
I13+P12,I13,F06-F11
I13+P13,I13,F06-F11
I13+P14,I13,F06-F11
I14+P00,I14,F10-F11
